WMO Region Symbol,Country Name,Institution Name,Author Name,AR,Total
NAC,USA,University of Colorado Boulder,Sharon Stammerjohn,AR5,1
NAC,USA,University of Colorado Boulder,Kathleen Tierney,AR5,1
NAC,USA,University of Colorado Boulder,David B. Bahr,AR5,2
NAC,USA,University of Delaware,John Byrne,AR2,1
NAC,USA,University of Delaware,John Byrne,AR3,1
NAC,USA,University of Delaware,F. Knecht,AR2,1
NAC,USA,University of Delaware,D. Mills,AR2,1
NAC,USA,University of Delaware,Frederick E. Nelson,AR3,1
NAC,USA,University of Delaware,Frederick E. Nelson,AR4,1
NAC,USA,University of Delaware,J. Sharp,AR2,1
NAC,USA,University of Georgia,J. Marshall Shepherd,AR4,1
NAC,USA,University of Georgia,Erin Lipp,AR5,1
NAC,USA,University of Hawaii,Nancy Lewis,AR4,1
NAC,USA,University of Hawaii,Bo Qiu,AR4,1
NAC,USA,University of Hawaii,Bo Qiu,AR5,1
NAC,USA,University of Hawaii,Axel Timmermann,AR5,1
NAC,USA,University of Hawaii,Bin Wang,AR5,1
NAC,USA,University of Hawaii,Shang-Ping Xie,AR3,1
NAC,USA,University of Hawaii,David M. Karl,AR5,2
NAC,USA,University of Hawaii,Pedro DiNezio,AR5,1
NAC,USA,University of Hawaii,Yoshimitsu Chikamoto,AR5,1
NAC,USA,University of Hawaii,Mark A. Merrifield,AR5,1
NAC,USA,University of Hawaii,Annamalai Hariharasubramanian,AR5,1
NAC,USA,University of Hawaii,Hiroyuki Murakami,AR5,1
NAC,USA,University of Hawaii,Samantha Stevenson,AR5,1
NAC,USA,University of Hawaii,Matthew Widlansky,AR5,1
NAC,USA,University of Hawaii,Matthew Church,AR5,1
NAC,USA,University of Idaho,Elena M. Aizen,AR5,1
NAC,USA,University of Idaho,Vladimir B. Aizen,AR5,1
NAC,USA,University of Illinois,Atul K. Jain,AR5,1
NAC,USA,University of Illinois,Donald J. Wuebbles,AR5,3
NAC,USA,University of Illinois,Emily Janssen,AR5,1
NAC,USA,University of Illinois,Justin McGrath,AR5,1
NAC,USA,University of Illinois,Don Fullerton,AR5,1
NAC,USA,University of Illinois at Urbana-Champaign,S. Changnon,AR3,1
NAC,USA,University of Illinois at Urbana-Champaign,Atul K. Jain,AR2,1
NAC,USA,University of Illinois at Urbana-Champaign,Atul K. Jain,AR3,2
NAC,USA,University of Illinois at Urbana-Champaign,Atul K. Jain,AR5,1
NAC,USA,University of Illinois at Urbana-Champaign,X. Jiang,AR1,1
NAC,USA,University of Illinois at Urbana-Champaign,M.E. Schlesinger,AR1,3
NAC,USA,University of Illinois at Urbana-Champaign,M.E. Schlesinger,AR2,1
NAC,USA,University of Illinois at Urbana-Champaign,John E. Walsh,AR1,1
NAC,USA,University of Illinois at Urbana-Champaign,John E. Walsh,AR2,2
NAC,USA,University of Illinois at Urbana-Champaign,John E. Walsh,AR3,1
NAC,USA,University of Illinois at Urbana-Champaign,Donald J. Wuebbles,AR3,1
NAC,USA,University of Kansas,Johannes Feddema,AR4,1
NAC,USA,University of Kansas,So-Min Cheong,AR5,1
NAC,USA,University of Maryland,Robert F. Adler,AR5,1
NAC,USA,University of Maryland,Antoinette Brenkert,AR4,1
NAC,USA,University of Maryland,Robert Costanza,AR3,1
NAC,USA,University of Maryland,R. Dickerson,AR3,1
NAC,USA,University of Maryland,B.C. Douglas,AR3,2
NAC,USA,University of Maryland,Randal Koster,AR2,1
NAC,USA,University of Maryland,Elizabeth L. Malone,AR4,2
NAC,USA,University of Maryland,R. Miller,AR2,1
NAC,USA,University of Maryland,I. Mintzer,AR2,1
NAC,USA,University of Maryland,Richard H. Moss,AR2,2
NAC,USA,University of Maryland,K. Pickering,AR3,1
NAC,USA,University of Maryland,R. Pinker,AR2,1
NAC,USA,University of Maryland,Hugh M. Pitcher,AR4,1
NAC,USA,University of Maryland,L.F. Pitelka,AR3,1
NAC,USA,University of Maryland,Alan Robock,AR2,4
NAC,USA,University of Maryland,K.Ya. Vinnikov,AR3,3
NAC,USA,University of Maryland,Ning Zeng,AR5,1
NAC,USA,University of Maryland,George Hurtt,AR5,2
NAC,USA,University of Maryland,Louise P. Chini,AR5,1
NAC,USA,University of Maryland,Giovanni Baiocchi,AR5,6
NAC,USA,University of Maryland,Nathan Hultman,AR5,1
NAC,USA,University of Massachusetts,Shimon Awerbuch,AR4,1
NAC,USA,University of Massachusetts,Raymond S. Bradley,AR1,1
NAC,USA,University of Massachusetts,Raymond S. Bradley,AR2,1
NAC,USA,University of Massachusetts,Raymond S. Bradley,AR3,1
NAC,USA,University of Massachusetts,D. Hardy,AR3,1
NAC,USA,University of Massachusetts,B. Sun,AR3,1
NAC,USA,University of Massachusetts,M. Vuille,AR3,1
NAC,USA,University of Massachusetts,Mathew Barlow,AR5,1
NAC,USA,University of Massachusetts,Ellen Douglas,AR5,1
NAC,USA,University of Miami,Amy Clement,AR4,1
NAC,USA,University of Miami,Ben Kirtman,AR5,3
NAC,USA,University of Miami,J. Prospero,AR3,1
NAC,USA,University of Miami,D. Savoie,AR3,1
NAC,USA,University of Miami,Brian Soden,AR4,2
NAC,USA,University of Miami,Brian Soden,AR5,1
NAC,USA,University of Miami,Rana Fine,AR5,1
NAC,USA,University of Miami,Johnna Infanti,AR5,1
NAC,USA,University of Miami,David B. Enfield,AR5,1
NAC,USA,University of Miami,Chidong Zhang,AR5,1
NAC,USA,University of Michigan,Natalia Andronova,AR4,1
NAC,USA,University of Michigan,Rosina Bierbaum,AR5,1
NAC,USA,University of Michigan,Y. Feng,AR3,1
NAC,USA,University of Michigan,Kimberly Hall,AR3,3
NAC,USA,University of Michigan,M. Herzog,AR3,1
NAC,USA,University of Michigan,S. Huang,AR3,1
NAC,USA,University of Michigan,H.K. Jacobson,AR2,1
NAC,USA,University of Michigan,Maria-Carmen Lemos,AR4,1
NAC,USA,University of Michigan,Maria-Carmen Lemos,AR5,1
NAC,USA,University of Michigan,Joyce E. Penner,AR3,4
NAC,USA,University of Michigan,Joyce E. Penner,AR4,2
NAC,USA,University of Michigan,Joyce E. Penner,AR5,2
NAC,USA,University of Michigan,Henry Pollack,AR3,1
NAC,USA,University of Michigan,Henry Pollack,AR4,1
NAC,USA,University of Michigan,Terry L. Root,AR3,6
NAC,USA,University of Michigan,Minghuai Wang,AR4,1
NAC,USA,University of Michigan,Li Xu,AR4,1
NAC,USA,University of Michigan,Y. Zhang,AR3,2
NAC,USA,University of Michigan,Mark Flanner,AR5,1
NAC,USA,University of Michigan,Marie O’Neill,AR5,1
NAC,USA,University of Michigan,Arun Agrawal,AR5,1
NAC,USA,University of Minnesota,Katsumi Matsumoto,AR4,1
NAC,USA,University of Minnesota,R. Lawrence Edwards,AR5,1
NAC,USA,University of Minnesota,Matt Johnston,AR5,1
NAC,USA,University of Minnesota,Anu Ramaswami,AR5,1
NAC,USA,University of Missouri-St. Louis,Deborah A. Clark,AR4,1
NAC,USA,University of Montana,Scott Mills,AR4,1
NAC,USA,University of Montana,Steve Running,AR2,1
NAC,USA,University of Montana,Steve Running,AR4,1
NAC,USA,University of Montana,Cory Cleveland,AR5,1
NAC,USA,University of Nebraska,Terry Mader,AR4,1
NAC,USA,University of New Hampshire,J. Aber,AR1,1
NAC,USA,University of New Hampshire,R. Harriss,AR1,2
NAC,USA,University of New Hampshire,Berrien Moore,AR3,3
NAC,USA,University of New Hampshire,Dork Sahagian,AR2,1
NAC,USA,University of New Hampshire,K.B. Bartlett,AR2,1
NAC,USA,University of New Hampshire,Paul Kirshen,AR5,1
NAC,USA,University of New Mexico,David Gutzler,AR5,1
NAC,USA,University of New York,T. Volk,AR1,1
NAC,USA,University of North Dakota,Andrei Kirilenko,AR4,1
NAC,USA,University of North Dakota,Jianglong Zhang,AR5,1
NAC,USA,University of Oklahoma,P. Lamb,AR2,1
NAC,USA,University of Oklahoma,Ji-Bin Luo,AR5,1
NAC,USA,University of Oregon,P. Bartiein,AR2,1
NAC,USA,University of Oregon,C. Whitiock,AR2,1
NAC,USA,University of Oregon,Patrick J. Bartlein,AR5,1
NAC,USA,University of Oregon,Mark Carey,AR5,2
NAC,USA,University of Pennsylvania,Howard Kunreuther,AR5,4
NAC,USA,University of Pittsburgh,Jessie Carr,AR5,1
NAC,USA,University of South Carolina,Kirstin Dow,AR5,3
NAC,USA,University of South Carolina,Edward R. Carr,AR5,1
NAC,USA,University of South Carolina,Susan Cutter,AR5,1
NAC,USA,University of South Florida,Don Chambers,AR5,4
NAC,USA,University of South Florida,Robert H. Byrne,AR5,1
NAC,USA,University of Southern California,Lowell D. Stott,AR4,1
NAC,USA,University of Southern California,Hilda Blanco,AR5,1
NAC,USA,University of Technology,K. McGuffie,AR2,1
NAC,USA,University of Texas,Bette Otto-Bliesner,AR2,1
NAC,USA,University of Texas,Camille Parmesan,AR3,5
NAC,USA,University of Texas,P. Wilcoxen,AR3,1
NAC,USA,University of Texas,Terrence Quinn,AR5,1
NAC,USA,University of Texas,Kerry H. Cook,AR5,1
NAC,USA,University of Texas-Austin,Don Chambers,AR4,1
NAC,USA,University of Texas-Austin,Camille Parmesan,AR5,3
NAC,USA,University of Texas-Austin,Karl W. Butzer,AR5,1
NAC,USA,University of Virginia,Paul Desanker,AR3,3
NAC,USA,University of Virginia,P. Halpin,AR2,1
NAC,USA,University of Virginia,M.E. Mann,AR3,4
NAC,USA,University of Virginia,P. Michaels,AR2,1
NAC,USA,University of Virginia,T. Smith,AR2,1
NAC,USA,University of Virginia,Robert Davis,AR2,1
NAC,USA,University of Virginia,Robert Davis,AR5,1
NAC,USA,University of Virginia,James Galloway,AR5,1
NAC,USA,University of Washington,T. Anderson,AR2,1
NAC,USA,University of Washington,Cecilia M. Bitz,AR4,1
NAC,USA,University of Washington,Cecilia M. Bitz,AR5,1
NAC,USA,University of Washington,Christopher Bretherton,AR4,1
NAC,USA,University of Washington,Christopher Bretherton,AR5,1
NAC,USA,University of Washington,R. Charlson,AR1,2
NAC,USA,University of Washington,R. Charlson,AR2,1
NAC,USA,University of Washington,Steven Emerson,AR4,1
NAC,USA,University of Washington,D.L. Fluharty,AR2,1
NAC,USA,University of Washington,R. Gammon,AR1,1
NAC,USA,University of Washington,P. Guttorp,AR2,1
NAC,USA,University of Washington,Alan Hamlet,AR4,1
NAC,USA,University of Washington,D. Hegg,AR3,1
NAC,USA,University of Washington,Ian Joughin,AR4,1
NAC,USA,University of Washington,Ian Joughin,AR5,1
NAC,USA,University of Washington,Marta Krynytzky,AR4,1
NAC,USA,University of Washington,C. Leovy,AR3,1
NAC,USA,University of Washington,D.P. Lettenmaier,AR2,1
NAC,USA,University of Washington,S. Marshall,AR2,1
NAC,USA,University of Washington,Edward L. Miles,AR2,3
NAC,USA,University of Washington,Philip Mote,AR4,3
NAC,USA,University of Washington,D. Peterson,AR2,1
NAC,USA,University of Washington,P. Quay,AR2,1
NAC,USA,University of Washington,Charles Raymond,AR4,1
NAC,USA,University of Washington,J. Richey,AR2,1
NAC,USA,University of Washington,Ignatius Rigor,AR4,1
NAC,USA,University of Washington,David Rothrock,AR3,1
NAC,USA,University of Washington,David Rothrock,AR4,1
NAC,USA,University of Washington,E.P. Salathe,AR3,1
NAC,USA,University of Washington,E. Sarachik,AR2,2
NAC,USA,University of Washington,T. Sibley,AR2,1
NAC,USA,University of Washington,W.J. Thompson,AR3,1
NAC,USA,University of Washington,J.M. Wallace,AR3,1
NAC,USA,University of Washington,Stephen Warren,AR2,1
NAC,USA,University of Washington,Stephen Warren,AR3,1
NAC,USA,University of Washington,Stephen Warren,AR4,1
NAC,USA,University of Washington,A.P.S. Wong,AR4,1
NAC,USA,University of Washington,Dennis L. Hartmann,AR5,3
NAC,USA,University of Washington,Sarah G. Purkey,AR5,1
NAC,USA,University of Washington,Emilio Mayorga,AR5,1
NAC,USA,University of Washington,Matthew Wyant,AR5,1
NAC,USA,University of Washington,Josh Lawler,AR5,1
NAC,USA,University of Wisconsin,S. Arnott,AR2,2
NAC,USA,University of Wisconsin,C. Bentley,AR2,1
NAC,USA,University of Wisconsin,F.P. Bretherton,AR1,2
NAC,USA,University of Wisconsin,S. Hastenrath,AR1,1
NAC,USA,University of Wisconsin,S. Hastenrath,AR2,2
NAC,USA,University of Wisconsin,J.E. Kutzbach,AR1,2
NAC,USA,University of Wisconsin,J.E. Kutzbach,AR2,1
NAC,USA,University of Wisconsin,J.E. Kutzbach,AR3,1
NAC,USA,University of Wisconsin,John J. Magnuson,AR2,4
NAC,USA,University of Wisconsin,John J. Magnuson,AR3,1
NAC,USA,University of Wisconsin,Jonathan Patz,AR4,1
NAC,USA,University of Wisconsin,Navin Ramankutty,AR4,1
NAC,USA,University of Wisconsin,Steve Vavrus,AR5,1
NAC,USA,University of Wisconsin,James Jay Schauer,AR5,1
NAC,USA,University of Wyoming,J. Shogren,AR3,1
NAC,USA,University of Wyoming,G. Vali,AR3,1
NAC,USA,US Green Building Council,Christopher Pyke,AR5,1
NAC,USA,W/NMC2,M. Kanamitsu,AR2,1
NAC,USA,Wesleyan University,Gianna Palmer,AR4,1
NAC,USA,Wesleyan University,Gary W. Yohe,AR3,4
NAC,USA,Wesleyan University,Gary W. Yohe,AR4,3
NAC,USA,Wesleyan University,Gary W. Yohe,AR5,3
NAC,USA,Wilfrid Laurier University,Patrick Young,AR2,1
NAC,USA,Winrock International,Sandra Brown,AR3,4
NAC,USA,Woods Hole Oceanographic Institution,Ruth Curry,AR4,1
NAC,USA,Woods Hole Oceanographic Institution,R. Huang,AR2,1
NAC,USA,Woods Hole Oceanographic Institution,K. Hughen,AR3,1
NAC,USA,Woods Hole Oceanographic Institution,Terrence Joyce,AR4,1
NAC,USA,Woods Hole Oceanographic Institution,J.M. Melillo,AR2,2
NAC,USA,Woods Hole Oceanographic Institution,J.M. Melillo,AR3,1
NAC,USA,Woods Hole Oceanographic Institution,Andrey Proshutinsky,AR4,1
NAC,USA,Woods Hole Oceanographic Institution,Raymond W. Schmitt,AR3,1
NAC,USA,Woods Hole Oceanographic Institution,Raymond W. Schmitt,AR5,1
NAC,USA,Woods Hole Oceanographic Institution,Andrew Solow,AR1,2
NAC,USA,Woods Hole Oceanographic Institution,Lisan Yu,AR5,1
NAC,USA,Woods Hole Oceanographic Institution,Kevin Anchukaitis,AR5,1
NAC,USA,Woods Hole Oceanographic Institution,Caroline Ummenhofer,AR5,1
NAC,USA,Woods Hole Oceanographic Institution,Sarah R. Cooley,AR5,2
NAC,USA,Woods Hole Oceanographic Institution,Scott C. Doney,AR5,2
NAC,USA,Woods Hole Research Center,Richard A. Houghton,AR1,1
NAC,USA,Woods Hole Research Center,Richard A. Houghton,AR3,2
NAC,USA,Woods Hole Research Center,Richard A. Houghton,AR5,2
NAC,USA,Woods Hole Research Center,L.A. Joyce,AR1,1
NAC,USA,Woods Hole Research Center,L.A. Joyce,AR2,2
NAC,USA,Woods Hole Research Center,M. Ryan,AR1,1
NAC,USA,Woods Hole Research Center,G. Shaver,AR1,1
NAC,USA,Woods Hole Research Center,Scott Goetz,AR5,1
NAC,USA,World Bank,J. Kindler,AR2,1
NAC,USA,World Bank,A. Shah,AR2,1
NAC,USA,World Bank,Robert T. Watson,AR3,1
NAC,USA,World Resources Institute,Jonathan Pershing,AR4,1
NAC,USA,World Resources Institute,Jennifer Morgan,AR5,1
NAC,USA,World Resources Institute,Benoit Lefèvre,AR5,1
NAC,USA,WWF,A. Markham,AR2,1
NAC,USA,Yale University,Steven Sherwood,AR4,1
NAC,USA,Yale University,Karen C. Seto,AR5,3
NAC,USA,Yale University,Peter A. Raymond,AR5,1
NAC,USA,Yale University,Trude Storelvmo,AR5,1
NAC,USA,Yale University,Peter Christensen,AR5,1
SAM,Argentina,Business Council for Sustainable Development Argentina,Maria Virginia Vilariño,AR5,1
SAM,Argentina,Centro de Investigaciones Biometeorologicas,Rodolfo Carcavallo,AR2,1
SAM,Argentina,Fundacion Bariloche,Daniel H. Bouille,AR3,2
SAM,Argentina,Fundacion Bariloche,Daniel H. Bouille,AR4,1
SAM,Argentina,Fundacion Bariloche,Daniel H. Bouille,AR5,1
SAM,Argentina,Fundacion Bariloche,Hector Sejenovich,AR3,1
SAM,Argentina,Fundacion Bariloche,C.E. Suarez,AR2,1
SAM,Argentina,Fundacion Bariloche,Leonidas Osvaldo Girardin,AR5,1
SAM,Argentina,Fundacion Instituto Latinoamericano de Politicas Sociales (ILAPS),Gabriel Soler,AR3,1
SAM,Argentina,Instituto Antartico Argentino,P. Skvarca,AR2,1
SAM,Argentina,"Instituto Argentino de Nivología,Glaciología y Ciencias Ambientales",J.C. Leiva,AR1,1
SAM,Argentina,"Instituto Argentino de Nivología,Glaciología y Ciencias Ambientales",Ricardo Villalba,AR4,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),N. Maceira,AR2,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Graciela Odilia Magrin,AR3,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Graciela Odilia Magrin,AR4,3
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Graciela Odilia Magrin,AR5,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Carlos Scoppa,AR2,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),María Isabel Travasso,AR4,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),María Isabel Travasso,AR5,2
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Miguel Angel Taboada,AR5,1
SAM,Argentina,Instituto Nacional de Tecnologia Agropecuaria (INTA),Ernesto Viglizzo,AR5,1
SAM,Argentina,Instituto Oswaldo Cruz,Rodolfo Carcavallo,AR3,1
SAM,Argentina,Instituto Torcuato di Tella,Daniel Perczyk,AR5,1
SAM,Argentina,IPCC,Osvaldo F. Canziani,AR2,1
SAM,Argentina,N/A,A. Aristarain,AR2,1
SAM,Argentina,N/A,Vicente Ricardo Barros,AR5,1
SAM,Argentina,N/A,G. Dutt,AR2,1
SAM,Argentina,N/A,J. Labraga,AR2,1
SAM,Argentina,N/A,E.C. Malagnino,AR2,1
SAM,Argentina,N/A,C.A. Rinaldi,AR2,1
SAM,Argentina,N/A,R. Rodriguez,AR2,1
SAM,Argentina,N/A,M. Rostagno,AR2,1
SAM,Argentina,Universidad de Buenos Aires,Vicente Ricardo Barros,AR3,1
SAM,Argentina,Universidad de Buenos Aires,Inés Camilloni,AR4,1
SAM,Argentina,Universidad de Buenos Aires,Inés Camilloni,AR5,1
SAM,Argentina,Universidad de Buenos Aires,Osvaldo F. Canziani,AR2,2
SAM,Argentina,Universidad de Buenos Aires,Osvaldo F. Canziani,AR3,1
SAM,Argentina,Universidad de Buenos Aires,Osvaldo F. Canziani,AR4,2
SAM,Argentina,Universidad de Buenos Aires,Rodolfo Carcavallo,AR2,2
SAM,Argentina,Universidad de Buenos Aires,Jorge O. Codignotto,AR3,2
SAM,Argentina,Universidad de Buenos Aires,Jorge O. Codignotto,AR4,1
SAM,Argentina,Universidad de Buenos Aires,Rosa Hilda Compagnucci,AR3,2
SAM,Argentina,Universidad de Buenos Aires,Susana I. Curto De Casas,AR2,1
SAM,Argentina,Universidad de Buenos Aires,Susana I. Curto De Casas,AR4,1
SAM,Argentina,Universidad de Buenos Aires,M. Duarte,AR2,1
SAM,Argentina,Universidad de Buenos Aires,Juan Carlos Giménez,AR4,1
SAM,Argentina,Universidad de Buenos Aires,Ana Iglesias,AR4,1
SAM,Argentina,Universidad de Buenos Aires,Claudio Menendez,AR4,1
SAM,Argentina,Universidad de Buenos Aires,Claudio Menendez,AR5,1
SAM,Argentina,Universidad de Buenos Aires,Matilde Rusticucci,AR4,3
SAM,Argentina,Universidad de Buenos Aires,Matilde Rusticucci,AR5,3
SAM,Argentina,Universidad de Buenos Aires,O. Sala,AR2,2
SAM,Argentina,Universidad de Buenos Aires,Silvina Solman,AR3,1
SAM,Argentina,Universidad de Buenos Aires,Silvina Solman,AR5,1
SAM,Argentina,Universidad de Buenos Aires,Walter Vargas,AR3,1
SAM,Argentina,"Universidad del CEMA,Buenos Aires",Mariana Conte Grand,AR5,2
SAM,Argentina,Universidad Nacional de Córdoba,Sandra Myrna Diaz,AR2,2
SAM,Argentina,Universidad Nacional de Córdoba,Sandra Myrna Diaz,AR3,1
SAM,Argentina,Universidad Nacional de Córdoba,Sandra Myrna Diaz,AR4,1
SAM,Argentina,Universidad Nacional de la Plata,Jorge Frangi,AR3,1
SAM,Argentina,Universidad Nacional de San Luis,Esteban Jobbagy,AR4,1
SAM,Argentina,Universidad Nacional del Centro de la Provincia de Buenos Aires,Gabriel Blanco,AR5,3
SAM,Argentina,Universidad Nacional del Centro de la Provincia de Buenos Aires,Estela Santalla,AR5,2
SAM,Bolivia,Ministry of Sustainable Development,David Cruz Choque,AR4,1
SAM,Brazil,Agencia Espacial Brasileira,G. Meira,AR2,2
SAM,Brazil,Agencia Espacial Brasileira,L.G. Meira Filho,AR3,2
SAM,Brazil,Biomass Users Network (BUN),Jose Roberto Moreira,AR2,4
SAM,Brazil,Biomass Users Network (BUN),Jose Roberto Moreira,AR3,3
SAM,Brazil,Brazilian Ministry of External Relations,Enio Cordeiro,AR1,1
SAM,Brazil,Brazilian Mission to the U.N.,Frederico S. Duque Estrada Meyer,AR1,1
SAM,Brazil,Centro de Sensoriamento Remoto,Britaldo Silveira Soares Filho,AR4,1
SAM,Brazil,Cidade Universitária,André Frossard Pereira de Lucena,AR5,2
SAM,Brazil,Conservation International,Fabio R. Scarano,AR5,1
SAM,Brazil,Esquel Group Foundation Brazil (FGEB),Antonio R. Magalhaes,AR1,1
SAM,Brazil,Esquel Group Foundation Brazil (FGEB),Antonio R. Magalhaes,AR4,1
SAM,Brazil,Federal University of Rio de Janeiro,Suzana Kahn Ribeiro,AR4,3
SAM,Brazil,Federal University of Rio de Janeiro,Suzana Kahn Ribeiro,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Emilio Lebre La Rovere,AR2,2
SAM,Brazil,Federal University of Rio de Janeiro,Emilio Lebre La Rovere,AR3,4
SAM,Brazil,Federal University of Rio de Janeiro,Emilio Lebre La Rovere,AR4,1
SAM,Brazil,Federal University of Rio de Janeiro,Luiz Pinguelli Rosa,AR3,1
SAM,Brazil,Federal University of Rio de Janeiro,Luiz Pinguelli Rosa,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Roberto Schaeffer,AR4,1
SAM,Brazil,Federal University of Rio de Janeiro,Roberto Schaeffer,AR5,3
SAM,Brazil,Federal University of Rio de Janeiro,M.T. Tolmasquim,AR3,1
SAM,Brazil,Federal University of Rio de Janeiro,Carolina Dubeux,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Maria Silvia Muylaert,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Emilio La Rovere,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Marcio D'Agosto,AR5,1
SAM,Brazil,Federal University of Rio de Janeiro,Bruno Soares Moreira Cesar Borba,AR5,1
SAM,Brazil,Fundacao Getulio Vargas,P.M. Nastari,AR2,2
SAM,Brazil,Ministry of Science and Technology,Carlos A. Nobre,AR5,1
SAM,Brazil,N/A,Carlos Clemente Cerri,AR2,1
SAM,Brazil,N/A,P. Moura Costa,AR2,1
SAM,Brazil,N/A,Amanda Pereira de Souza,AR5,1
SAM,Brazil,N/A,Paulo Saldiva,AR5,1
SAM,Brazil,National Institute for Space Research (INPE),D. Alves,AR2,1
SAM,Brazil,National Institute for Space Research (INPE),Philip M. Fearnside,AR3,1
SAM,Brazil,National Institute for Space Research (INPE),Philip M. Fearnside,AR4,1
SAM,Brazil,National Institute for Space Research (INPE),Niro Higuchi,AR4,1
SAM,Brazil,National Institute for Space Research (INPE),V. Kirchhoff,AR1,1
SAM,Brazil,National Institute for Space Research (INPE),V. Kirchhoff,AR3,1
SAM,Brazil,National Institute for Space Research (INPE),José Marengo,AR2,1
SAM,Brazil,National Institute for Space Research (INPE),José Marengo,AR3,3
SAM,Brazil,National Institute for Space Research (INPE),José Marengo,AR4,2
SAM,Brazil,National Institute for Space Research (INPE),José Marengo,AR5,3
SAM,Brazil,National Institute for Space Research (INPE),A D Moura,AR1,1
SAM,Brazil,National Institute for Space Research (INPE),Carlos A. Nobre,AR1,1
SAM,Brazil,National Institute for Space Research (INPE),Carlos A. Nobre,AR3,2
SAM,Brazil,National Institute for Space Research (INPE),Carlos A. Nobre,AR4,1
SAM,Brazil,National Institute for Space Research (INPE),Sin Chan Chou,AR5,1
SAM,Brazil,National Institute for Space Research (INPE),Iracema Fonseca Albuquerque Cavalcanti,AR5,1
SAM,Brazil,National Institute for Space Research (INPE),Jean Pierre Ometto,AR5,2
SAM,Brazil,National Institute for Space Research (INPE),Thelma Krug,AR5,1
SAM,Brazil,Oswaldo Cruz Foundation (FIOCRUZ),Ulisses Confalonieri,AR3,2
SAM,Brazil,Oswaldo Cruz Foundation (FIOCRUZ),Ulisses Confalonieri,AR4,3
SAM,Brazil,Oswaldo Cruz Foundation (FIOCRUZ),Ulisses Confalonieri,AR5,2
SAM,Brazil,Pontifical Catholic University of Rio de Janeiro,Marcos Gomes,AR5,1
SAM,Brazil,Research Institute for Applied Economics (IPEA),Ronaldo Seroa da Motta,AR3,1
SAM,Brazil,Research Institute for Applied Economics (IPEA),Jose Gustavo Feres,AR5,1
SAM,Brazil,São Paulo State Environment Secretariat,Oswaldo Lucon,AR5,4
SAM,Brazil,State University of Rio de Janeiro (UERJ),Ronaldo Seroa da Motta,AR5,1
SAM,Brazil,United Nations Development Programme (UNDP),J. Rabinovitch,AR2,2
SAM,Brazil,United Nations Development Programme (UNDP),Haroldo de Oliveira Machado-Filho,AR5,1
SAM,Brazil,Universidade do Estado de Sao Paulo,E. Salati,AR1,1
SAM,Brazil,Universidade Estadual de Campinas (UNICAMP),A.C. Walter,AR3,1
SAM,Brazil,Universidade Estadual Paulista,Patricia Morellato,AR4,1
SAM,Brazil,University of Brasília,Mercedes Bustamante,AR5,3
SAM,Brazil,University of Brasília,Alexandre de Siqueira Pinto,AR5,1
SAM,Brazil,University of Sao Paulo,Paulo Artaxo,AR4,1
SAM,Brazil,University of Sao Paulo,Paulo Artaxo,AR5,1
SAM,Brazil,University of Sao Paulo,Carlos Clemente Cerri,AR2,2
SAM,Brazil,University of Sao Paulo,Carlos Clemente Cerri,AR3,1
SAM,Brazil,University of Sao Paulo,J. Goldemberg,AR2,1
SAM,Brazil,University of Sao Paulo,Pedro Leite da Silvia-Dias,AR2,1
SAM,Brazil,University of Sao Paulo,Pedro Leite da Silvia-Dias,AR4,1
SAM,Brazil,University of Sao Paulo,Jose Roberto Moreira,AR4,1
SAM,Brazil,University of Sao Paulo,Edmo Campos,AR5,1
SAM,Brazil,University of Sao Paulo,Tércio Ambrizzi,AR5,1
SAM,Brazil,University of Sao Paulo,Maria Assunção Faus da Silva Dias,AR5,1
SAM,Brazil,University of Sao Paulo,Marcos S. Buckeridge,AR5,1
SAM,Chile,Catholic University of Chile,Juan Pablo Montero,AR5,1
SAM,Chile,Centro de Estudios Cientificos (CECS),Jorge Carrasco,AR4,1
SAM,Chile,Centro de Estudios Cientificos (CECS),Gino Casassa,AR4,3
SAM,Chile,Direccion Meteorologica de Chile,Jorge Carrasco,AR5,1
SAM,Chile,GreenLane Consultores Ltda.,Jorge Leiva,AR5,1
SAM,Chile,Independent Consultant,Eduardo Basso,AR3,1
SAM,Chile,N/A,Rene Garreaud,AR5,1
SAM,Chile,Pontificia Universidad Catolica de Chile,Luis A. Cifuentes,AR3,1
SAM,Chile,Pontificia Universidad Catolica de Chile,Luis A. Cifuentes,AR4,1
