WMO Region Symbol	Country Name	Institution Type Symbol	Institution Name	Role Symbol	Author Name	AR	Total
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Cecilia Conde	AR4	2
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Cecilia Conde	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Xochitl Cruz-Núñez	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Edmundo De Alba Alcaraz	AR4	2
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Angel De la Vega	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	M. de Lourdes Villers-Ruiz	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Carlos Gay Garcia	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Carlos Gay Garcia	AR4	2
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	V.J. Jaramillo	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Blanca Elena Jimenez Cisneros	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Victor Magana	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Victor Magaña Rueda	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Omar Masera	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Omar Masera	AR4	2
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Omar Masera	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Blanca Mendoza	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Ana Rosa Moreno	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Ursula Oswald Spring	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Graciela Raga	AR4	3
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	LA	Claudia Sheinbaum	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	RE	Edmundo De Alba Alcaraz	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	RE	Ana Rosa Moreno	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	Carlos A. Anaya	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	Francisco Estrada Porrúa	AR4	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	V.J. Jaramillo	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	Victor Magana	AR3	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	Blanca Mendoza	AR5	1
NAC	Mexico	HEI	Universidad Nacional Autonoma de Mexico (UNAM)	CA	Claudia Sheinbaum Pardo	AR4	1
NAC	Mexico	INT	Pan American Health Organization	CA	Ana Rosa Moreno	AR2	1
NAC	Mexico	INT	United Nations Educational,Scientific and Cultural Organization (UNESCO)	CLA	Blanca Elena Jimenez Cisneros	AR5	1
NAC	Mexico	INT	United Nations Educational,Scientific and Cultural Organization (UNESCO)	CA	Blanca Elena Jimenez Cisneros	AR5	1
NAC	Mexico	N/A	Centro de Investigaciones Interdisciplinarias en Ciencias y Humanidades	LA	Gian Carlo Delgado	AR5	1
NAC	Mexico	N/A	N/A	CLA	L. Menchaca	AR1	1
NAC	Mexico	N/A	N/A	LA	Patricia Romero Lankao	AR5	1
NAC	Mexico	N/A	N/A	CA	Ana Pena del Valle	AR5	1
NAC	Mexico	N/A	N/A	CA	Pablo Del-Monte	AR5	1
NAC	Mexico	N/A	N/A	CA	Ricardo Fuentes	AR5	1
NAC	Mexico	N/A	N/A	CA	Maria Eugenia Ibarraran Viniegra	AR5	1
NAC	Mexico	N/A	N/A	CA	Patricia Romero Lankao	AR5	1
NAC	Mexico	N/A	N/A	CA	Victor Magana	AR5	1
NAC	Mexico	N/A	N/A	CA	L. Menchaca	AR1	1
NAC	Mexico	N/A	N/A	CA	Jose Luis Samaniego	AR5	1
NAC	Mexico	N/A	N/A	CA	Landy Sanchez Pena	AR5	1
NAC	Mexico	N/A	N/A	CA	Fabiola S. Sosa Rodrigquez	AR5	1
NAC	Mexico	N/A	Universidad Autonoma de Baja California Sur (UABCS)	LA	Alba Eritrea Gámez Vázquez	AR5	1
NAC	Mexico	NGO	Centro Mario Molina	LA	Fernando Aragon	AR5	1
NAC	Mexico	NGO	North American Center for Environmental Information and Communication	LA	Ana Rosa Moreno	AR3	1
NAC	Mexico	PRO	Centro de Investigaciones Biologicas del Noroeste	LA	Daniel Lluch-Belda	AR2	2
NAC	Mexico	PRO	Centro de Investigaciones Biologicas del Noroeste	LA	Salvador Lluch-Cota	AR5	1
NAC	Mexico	PRO	Mexican Petroleum Institute	LA	Jorge Gasca	AR4	1
NAC	Puerto Rico	N/A	N/A	RE	Guilian Cambers	AR4	1
NAC	Trinidad and Tobago	GA	Environment Management Authority	LA	S. Pollonais	AR3	1
NAC	Trinidad and Tobago	GA	Environment Management Authority	RE	S. Pollonais	AR3	1
NAC	Trinidad and Tobago	HEI	University of the West Indies	LA	John Agard	AR4	1
NAC	Trinidad and Tobago	HEI	University of the West Indies	LA	John Agard	AR5	1
NAC	Trinidad and Tobago	HEI	University of the West Indies	LA	Dave Chadee	AR5	1
NAC	Trinidad and Tobago	HEI	University of the West Indies	RE	Marlene Attzs	AR5	1
NAC	Trinidad and Tobago	HEI	University of the West Indies	CA	Dave Chadee	AR5	1
NAC	Trinidad and Tobago	INDV	Retired	LA	Samuel Rawlins	AR4	1
NAC	Trinidad and Tobago	N/A	N/A	CA	Shobha Maharaj	AR5	1
NAC	USA	COMP	ABT Associates Inc.	CA	P.K. Park	AR2	1
NAC	USA	COMP	Alliance to Save Energy	CA	Jeffrey Harris	AR4	1
NAC	USA	COMP	Atmospheric & Environmental Research Inc.	LA	Z. Zeng	AR1	1
NAC	USA	COMP	Atmospheric & Environmental Research Inc.	CA	H. Iskenderian	AR3	1
NAC	USA	COMP	Atmospheric & Environmental Research Inc.	CA	M. Ko	AR3	1
NAC	USA	COMP	Atmospheric & Environmental Research Inc.	CA	R. Rosen	AR3	1
NAC	USA	COMP	Atmospheric & Environmental Research Inc.	CA	D. Weisenstein	AR3	1
NAC	USA	COMP	CalRecovery Inc.	CA	Luis F. Diaz	AR4	1
NAC	USA	COMP	Climate Central,Inc.	LA	Claudia Tebaldi	AR5	1
NAC	USA	COMP	Dow Chemical Co.	CA	E. Olaguer	AR2	1
NAC	USA	COMP	DuPont Fluoroproducts	LA	Mack McFarland	AR3	2
NAC	USA	COMP	DuPont Fluoroproducts	LA	Mack McFarland	AR4	1
NAC	USA	COMP	DuPont Fluoroproducts	RE	Mack McFarland	AR3	1
NAC	USA	COMP	EG&G Technical Services Inc.	LA	Robert H. Thomas	AR4	1
NAC	USA	COMP	Exxon Mobil Corporation	LA	Brian Flannery	AR3	1
NAC	USA	COMP	Exxon Mobil Corporation	LA	Brian Flannery	AR4	1
NAC	USA	COMP	Exxon Mobil Corporation	LA	Haroon Kheshgi	AR3	1
NAC	USA	COMP	Exxon Mobil Corporation	LA	Haroon Kheshgi	AR5	1
NAC	USA	COMP	Exxon Mobil Corporation	RE	Haroon Kheshgi	AR4	1
NAC	USA	COMP	Exxon Mobil Corporation	RE	Haroon Kheshgi	AR5	1
NAC	USA	COMP	Exxon Mobil Corporation	CA	Haroon Kheshgi	AR2	1
NAC	USA	COMP	Exxon Mobil Corporation	CA	Haroon Kheshgi	AR3	3
NAC	USA	COMP	Exxon Mobil Corporation	CA	J.J. Wise	AR3	1
NAC	USA	COMP	Global Climate Adaptation Partnership	RE	Thomas E. Downing	AR5	1
NAC	USA	COMP	IDEA Inc.	LA	P. Meier	AR2	1
NAC	USA	COMP	L. S. Bernstein & Associates L.L.C.	CLA	Lenny S. Bernstein	AR4	1
NAC	USA	COMP	L. S. Bernstein & Associates L.L.C.	LA	Lenny S. Bernstein	AR4	1
NAC	USA	COMP	L. S. Bernstein & Associates L.L.C.	CA	Lenny S. Bernstein	AR4	1
NAC	USA	COMP	Landfills + Inc	CLA	Jean E. Bogner	AR4	1
NAC	USA	COMP	Landfills + Inc	LA	Jean E. Bogner	AR4	2
NAC	USA	COMP	Mathsoft Data Analysis Products Division	CA	L. Bajuk	AR3	1
NAC	USA	COMP	Merrill Lynch Derivative Products	CA	P. Bloomfield	AR2	1
NAC	USA	COMP	Quaternary Research	CA	Cecilia M. Bitz	AR3	1
NAC	USA	COMP	Risk Management Solutions	LA	Robert Muir-Wood	AR4	1
NAC	USA	COMP	Risk Management Solutions	CA	Robert Muir-Wood	AR4	1
NAC	USA	COMP	Southern Company Services	LA	Lee Ann Kozak	AR3	1
NAC	USA	CONS	Exponent	LA	Kristie L. Ebi	AR4	1
NAC	USA	CONS	Exponent	CA	Kristie L. Ebi	AR4	3
NAC	USA	CONS	ICF Consulting	LA	Alexei Sankovski	AR3	1
NAC	USA	CONS	Industrial Economics Inc	LA	James Neumann	AR5	1
NAC	USA	CONS	Stratus Consulting Inc.	CLA	Joel B. Smith	AR5	1
NAC	USA	CONS	Stratus Consulting Inc.	LA	Joel B. Smith	AR4	3
NAC	USA	CONS	Stratus Consulting Inc.	CA	Joel B. Smith	AR3	3
NAC	USA	CONS	Stratus Consulting Inc.	CA	Joel B. Smith	AR4	1
NAC	USA	CONS	Stratus Consulting Inc.	CA	Joel B. Smith	AR5	1
NAC	USA	CONS	Teisberg Associates	CA	T.J. Teisberg	AR2	1
NAC	USA	FND	American Council for an Energy Efficient Economy	CA	H. Geller	AR2	1
NAC	USA	FND	American Meteorological Society	RE	R. Hallgren	AR3	1
NAC	USA	FND	Battelle Institute	LA	William U. Chandler	AR2	3
NAC	USA	FND	Carnegie Institute of Washington	CLA	Christopher B. Field	AR4	1
NAC	USA	FND	Carnegie Institute of Washington	LA	Christopher B. Field	AR4	2
NAC	USA	FND	Carnegie Institute of Washington	CA	Joseph A. Berry	AR4	1
NAC	USA	FND	Carnegie Institute of Washington	CA	Christopher B. Field	AR2	1
NAC	USA	FND	Carnegie Institute of Washington	CA	Christopher B. Field	AR3	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	CLA	Richard G. Richels	AR2	2
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Geoffrey Blanford	AR5	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Richard G. Richels	AR2	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Richard G. Richels	AR3	5
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Richard G. Richels	AR4	2
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Richard G. Richels	AR5	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	LA	Steven K. Rose	AR5	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	CA	Stephen Gehl	AR4	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	CA	S.C. Peck	AR2	1
NAC	USA	FND	Electric Power Research Institute (EPRI)	CA	L.F. Pitelka	AR2	3
NAC	USA	FND	Electric Power Research Institute (EPRI)	CA	Richard G. Richels	AR3	1
NAC	USA	FND	Environmental Defense Fund	LA	Michael Oppenheimer	AR2	1
NAC	USA	FND	Environmental Defense Fund	LA	Michael Oppenheimer	AR3	1
NAC	USA	FND	Environmental Defense Fund	LA	Rebecca Shaw	AR5	1
NAC	USA	FND	Environmental Defense Fund	CA	Brian C. O'Neill	AR2	1
NAC	USA	FND	Environmental Defense Fund	CA	Michael Oppenheimer	AR2	1
NAC	USA	FND	Environmental Defense Fund	CA	Michael Oppenheimer	AR3	1
NAC	USA	FND	Environmental Defense Fund	CA	Rebecca Shaw	AR5	1
NAC	USA	FND	Heliophysics Inc.	CA	Peter Foukal	AR4	1
NAC	USA	FND	INSTAAR	LA	Diane McKnight	AR2	1
NAC	USA	FND	INSTAAR	LA	Diane McKnight	AR3	1
NAC	USA	FND	INSTAAR	LA	M. Meier	AR2	1
NAC	USA	FND	Institute for International Economics	LA	W.R. Cline	AR2	2
NAC	USA	FND	Institute for International Economics	CA	W.R. Cline	AR2	1
NAC	USA	FND	Institute of Ecosystem Studies	LA	Peter M. Groffman	AR2	2
NAC	USA	FND	Institute of Ecosystem Studies	LA	Peter M. Groffman	AR3	1
NAC	USA	FND	Instituto de Pesquisa Ambiental da Amazonia (IPAM)	LA	Daniel Nepstad	AR5	1
NAC	USA	FND	International START Secretariat	LA	Jonathan Padgham	AR5	1
NAC	USA	FND	National Council for Air and Stream Improvement	CA	Reid Miner	AR4	1
NAC	USA	FND	Northwest Research Associates	CA	Mark P. Baldwin	AR4	1
NAC	USA	FND	Remote Sensing Systems	CA	Carl A. Mears	AR4	1
NAC	USA	FND	Resources for the Future	CLA	Roger Sedjo	AR3	1
NAC	USA	FND	Resources for the Future	LA	Raymond Kopp	AR5	1
NAC	USA	FND	Resources for the Future	LA	Alan J. Krupnick	AR3	2
NAC	USA	FND	Resources for the Future	LA	William A. Pizer	AR4	1
NAC	USA	FND	Resources for the Future	LA	Roger Sedjo	AR3	1
NAC	USA	FND	Resources for the Future	CA	William A. Pizer	AR3	1
NAC	USA	FND	Resources for the Future	CA	Roger Sedjo	AR2	2
NAC	USA	FND	Resources for the Future	CA	Roger Sedjo	AR4	1
NAC	USA	FND	Tellus Institute	CA	S. Bernow	AR3	1
NAC	USA	FND	Tellus Institute	CA	Sivan Kartha	AR3	1
NAC	USA	FND	Union of Concerned Scientists	LA	Peter C. Frumhoff	AR4	1
NAC	USA	FND	Union of Concerned Scientists	CA	Susanne C. Moser	AR4	1
NAC	USA	FND	Woods Hole Research Center	LA	Richard A. Houghton	AR1	1
NAC	USA	FND	Woods Hole Research Center	LA	Richard A. Houghton	AR3	1
NAC	USA	FND	Woods Hole Research Center	LA	L.A. Joyce	AR1	2
NAC	USA	FND	Woods Hole Research Center	LA	L.A. Joyce	AR2	2
NAC	USA	FND	Woods Hole Research Center	LA	M. Ryan	AR1	1
NAC	USA	FND	Woods Hole Research Center	LA	G. Shaver	AR1	1
NAC	USA	GA	Agricultural Research Service	LA	Wayne Polley	AR2	1
NAC	USA	GA	Centers for Disease Control and Prevention	LA	Duane J. Gubler	AR3	2
NAC	USA	GA	Centers for Disease Control and Prevention	LA	George Luber	AR5	1
NAC	USA	GA	Climate Technology Initiative	CA	E. Holt	AR3	1
NAC	USA	GA	Council of Economic Advisors	LA	J. Stiglitz	AR2	2
NAC	USA	GA	Council on Foreign Relations	CA	David G. Victor	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CLA	Joey Comiso	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CLA	Cynthia Rosenzweig	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CLA	Drew Shindell	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CLA	Robert T. Watson	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Assaf Anyamba	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	TL Bell	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	V. Canuto	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	James E. Hansen	AR1	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Ronald Kwok	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	I. Rasool	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Eric Rignot	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	David Rind	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	David Rind	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Cynthia Rosenzweig	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Cynthia Rosenzweig	AR3	3
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Cynthia Rosenzweig	AR4	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	P.J. Sellers	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Drew Shindell	AR5	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Jayaraman Srinivasan	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	Graeme Stephens	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	LA	A.M. Thompson	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A. Ackerman	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Robert F. Adler	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Robert F. Adler	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A. Arking	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	R. Bindschadler	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	R. Bindschadler	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Lahouari Bounoua	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Ben Chao	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	M. Chin	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	G. Collatz	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Joey Comiso	AR4	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A. Del Genio	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A. Del Genio	AR3	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	W.B. DeMore	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	R. Friedl	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	P. Ginoux	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	L. Grenfell	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	James E. Hansen	AR2	3
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	James E. Hansen	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	James E. Hansen	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	C. Jackman	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Y. Kaufman	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	M.D. King	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Randal Koster	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	M. Kurylo	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Ronald Kwok	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Ronald Kwok	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	C.S. Lingle	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	E. Matthews	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	M. Mishchenko	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Raimund Muscheler	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	C.L. Parkinson	AR3	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Michael Prather	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Eric Rignot	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	David Rind	AR2	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	David Rind	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	David Rind	AR4	3
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Franklin R. Robertson	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Cynthia Rosenzweig	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Cynthia Rosenzweig	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Gary L. Russell	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Gary L. Russell	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Gary L. Russell	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Gavin Schmidt	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	P.J. Sellers	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Drew Shindell	AR5	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Yuhe Song	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	R.W. Spencer	AR2	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	R.W. Spencer	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Graeme Stephens	AR5	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A.M. Thompson	AR1	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	A.M. Thompson	AR3	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	George Tselioudis	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Bruce Wielicki	AR4	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Josh Willis	AR4	1
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	Takmeng Wong	AR4	2
NAC	USA	GA	National Aeronautics and Space Administration (NASA)	CA	H.J. Zwally	AR3	1
NAC	USA	GA	National Commission on Energy Policy	LA	Joseph A. Kruger	AR4	1
NAC	USA	GA	National Institute of Environmental Health Sciences	LA	Warren T. Piver	AR2	2
NAC	USA	GA	National Institute of Environmental Health Sciences	RE	John Balbus	AR5	1
NAC	USA	GA	National Institute of Environmental Health Sciences	CA	Warren T. Piver	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	D.L. Albritton	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	D.L. Albritton	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	K. Bryan	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	David Easterling	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	John Everett	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Thomas R. Karl	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Thomas R. Karl	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Martin Manning	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Roger Pulwarty	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Venkatachalam Ramaswamy	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Venkatachalam Ramaswamy	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Christopher Sabine	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	CLA	Susan Solomon	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	D.L. Albritton	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	J.K. Angell	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Phillip A. Arkin	AR1	2
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Suzanne Bolton	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	K. Bryan	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	M. Chelliah	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	S. Clark	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	H.F. Diaz	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	H.F. Diaz	AR2	2
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	E. Dlugokencky	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	E. Dlugokencky	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	B.C. Douglas	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	David Easterling	AR3	2
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	David Easterling	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	David Easterling	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	C.N. Ehler	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	James W. Elkins	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	John Everett	AR2	2
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	David W. Fahey	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Richard Feely	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	F. Fehsenfeld	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Graham Feingold	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	A Gruber	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Y. Hayashi	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Isaac Held	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Anne Hollowed	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Gregory Johnson	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Thomas R. Karl	AR2	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Thomas R. Karl	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Reto Knutti	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	James Kossin	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Ngar-Cheung Lau	AR5	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Sydney Levitus	AR1	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Sydney Levitus	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	Martin Manning	AR4	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	D. Murphy	AR3	1
NAC	USA	GA	National Oceanographic and Atmospheric Administration (NOAA)	LA	James Overland	AR5	1
